S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine (liters),Power,Seats,New_Price,Price,updated_price
4015,BMW X1 sDrive20d,Mumbai,2014,69000,Diesel,Automatic,First,17.05,1.995,184.0,5.0,,16.25,19491.42
4016,Volkswagen Passat 2.0 PD DSG,Mumbai,2007,61932,Diesel,Automatic,Second,14.3,1.968,140.0,5.0,,3.31,3970.25
4017,BMW X3 xDrive20d,Bangalore,2012,52000,Diesel,Automatic,First,16.09,1.995,184.0,5.0,,24.0,28787.33
4018,Maruti Ritz VXi,Kolkata,2011,150000,Petrol,Manual,First,18.5,1.197,85.8,5.0,,2.5,2998.68
4019,Hyundai i20 Sportz 1.4 CRDi,Jaipur,2013,70933,Diesel,Manual,Second,21.9,1.396,88.76,5.0,,3.9,4677.94
4020,Maruti Swift VDI BSIV,Kolkata,2013,115195,Diesel,Manual,First,25.2,1.248,74.0,5.0,,3.85,4617.97
4021,Mercedes-Benz New C-Class 200 Kompressor,Delhi,2011,62148,Petrol,Manual,First,11.7,1.796,178.0,5.0,,8.8,10555.36
4022,Toyota Corolla Altis 1.8 GL,Chennai,2009,32000,Petrol,Manual,Second,14.28,1.798,138.03,5.0,22.66,4.95,27180.04
4023,Hyundai Verna 1.6 SX CRDi (O),Kolkata,2014,58000,Diesel,Manual,First,22.32,1.582,126.32,5.0,,5.75,6896.97
4024,Renault Duster 110PS Diesel RxZ,Kochi,2014,68598,Diesel,Manual,First,19.01,1.461,108.45,5.0,,6.17,7400.74
4025,Maruti Swift Ldi BSIII,Chennai,2010,84072,Diesel,Manual,First,17.8,1.248,75.0,5.0,,3.45,4138.18
4026,Maruti Alto K10 VXI,Jaipur,2016,51264,Petrol,Manual,First,24.07,0.998,67.1,5.0,4.24,3.2,5085.76
4027,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2017,21363,Petrol,Automatic,First,13.0,1.591,121.3,5.0,,13.49,16180.88
4028,Mercedes-Benz CLA 200 CGI Sport,Delhi,2016,40000,Petrol,Automatic,First,15.04,1.991,183.0,5.0,41.02,24.5,49202.35
4029,Honda CR-V 2.4 4WD AT,Kolkata,2015,35000,Petrol,Automatic,First,10.1,2.354,152.0,5.0,,14.7,17632.24
4030,Ford Ecosport 1.5 DV5 MT Trend,Hyderabad,2014,55000,Diesel,Manual,First,22.7,1.498,89.84,5.0,,6.0,7196.83
4031,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,2016,43252,Diesel,Automatic,First,13.0,2.143,204.0,5.0,,34.18,40997.96
4032,Hyundai Grand i10 CRDi Magna,Delhi,2014,42000,Diesel,Manual,First,24.0,1.12,70.0,5.0,,3.5,4198.15
4033,Ford Fiesta 1.4 Duratec ZXI,Hyderabad,2006,69000,Petrol,Manual,First,16.6,1.388,68.0,5.0,,2.15,2578.87
4034,Hyundai Creta 1.6 SX Automatic Diesel,Kolkata,2018,14000,Diesel,Automatic,First,17.6,1.582,126.2,5.0,17.0,11.25,20391.03
4035,Maruti A-Star Lxi,Delhi,2010,70000,Petrol,Manual,First,19.0,0.998,66.1,5.0,,2.0,2398.94
4036,Maruti Ritz LDi,Kochi,2015,35314,Diesel,Manual,First,23.2,1.248,73.94,5.0,,4.27,5121.75
4037,Honda City i VTEC SV,Kochi,2017,38691,Petrol,Manual,First,17.8,1.497,117.3,5.0,,7.68,9211.95
4038,Toyota Innova 2.5 GX (Diesel) 7 Seater,Coimbatore,2017,72717,Diesel,Manual,First,12.99,2.494,100.6,7.0,,14.52,17416.34
4039,Mercedes-Benz R-Class R350 4Matic Long,Mumbai,2011,82000,Petrol,Automatic,Second,11.8,3.498,272.0,7.0,,16.85,20211.11
4040,Skoda Rapid 1.5 TDI Elegance,Mumbai,2015,44000,Diesel,Manual,First,21.14,1.498,103.52,5.0,,5.75,6896.97
4041,Ford Ecosport 1.5 Ti VCT MT Titanium,Mumbai,2017,27000,Petrol,Manual,First,15.8,1.499,110.0,5.0,,8.3,9955.62
4042,Maruti Celerio VXI AT,Chennai,2014,18500,Petrol,Automatic,First,23.1,0.998,67.04,5.0,,3.95,4737.92
4043,Volkswagen Vento Petrol Highline,Mumbai,2014,45000,Petrol,Manual,First,15.04,1.598,103.6,5.0,,4.8,5757.47
4044,Volvo XC60 D5,Ahmedabad,2011,173000,Diesel,Automatic,First,13.5,2.4,215.0,5.0,,12.0,14393.67
4045,Toyota Etios Cross 1.4 GD,Ahmedabad,2017,42000,Diesel,Manual,First,23.59,1.364,67.04,5.0,,6.25,7496.7
4046,Tata Indica Vista TDI LX,Jaipur,2012,90000,Diesel,Manual,First,19.4,1.405,70.0,5.0,,2.5,2998.68
4047,Honda City i VTEC CVT VX,Pune,2014,82329,Petrol,Automatic,First,18.0,1.497,117.3,5.0,,7.5,8996.04
4048,Honda City 1.5 V MT,Delhi,2010,80302,Petrol,Manual,First,17.0,1.497,118.0,5.0,,3.5,4198.15
4049,Skoda Octavia Rider Classic 1.9 TDI,Hyderabad,2005,105000,Diesel,Manual,First,18.7,1.896,66.0,5.0,,1.99,2386.95
4050,Toyota Corolla 1.8 J,Kolkata,2009,60000,Petrol,Manual,First,14.53,1.798,138.0,5.0,,2.25,2698.81
4051,Toyota Etios G,Delhi,2014,70000,Petrol,Manual,First,16.78,1.496,88.73,5.0,,3.25,3898.28
4052,BMW X1 sDrive20d,Bangalore,2016,45000,Diesel,Automatic,First,17.05,1.995,184.0,5.0,,28.5,34184.96
4053,Honda City ZX CVT,Kolkata,2006,44000,Petrol,Automatic,First,16.4,1.497,78.0,5.0,,1.5,1799.21
4054,Hyundai i20 Sportz 1.4 CRDi,Delhi,2017,25500,Diesel,Manual,First,22.54,1.396,88.73,5.0,,7.0,8396.31
4055,Mercedes-Benz E-Class E350 CDI,Delhi,2014,68000,Diesel,Automatic,First,13.0,2.987,261.5,5.0,,27.5,32985.49
4056,Hyundai Creta 1.6 CRDi SX Option,Ahmedabad,2015,61786,Diesel,Manual,First,19.67,1.582,126.2,5.0,,10.5,12594.46
4057,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Jaipur,2014,65000,Diesel,Automatic,Second,15.73,1.968,174.33,5.0,,21.5,25788.65
4058,Land Rover Discovery Sport TD4 HSE,Delhi,2016,77000,Diesel,Automatic,First,12.63,2.179,147.5,5.0,,35.0,41981.53
4059,Skoda Rapid 1.5 TDI AT Elegance Plus,Hyderabad,2015,34000,Diesel,Automatic,First,21.66,1.498,103.52,5.0,,7.99,9583.78
4060,Maruti Celerio VXI AT,Coimbatore,2015,59751,Petrol,Automatic,First,23.1,0.998,67.04,5.0,,4.88,5853.42
4061,Audi RS5 Coupe,Mumbai,2013,23312,Petrol,Automatic,First,11.05,2.894,444.0,4.0,,40.5,48578.63
4062,Maruti Ciaz ZXi Plus,Mumbai,2015,30000,Petrol,Manual,First,20.73,1.373,91.1,5.0,,6.55,7856.54
4063,Audi Q5 2.0 TDI Premium Plus,Coimbatore,2015,60146,Diesel,Automatic,First,14.16,1.968,174.3,5.0,,29.64,35552.36
4064,Ford Figo Diesel Titanium,Coimbatore,2013,44731,Diesel,Manual,Second,20.0,1.399,68.0,5.0,,4.34,5205.71
4065,Ford Ecosport 1.0 Ecoboost Titanium,Kochi,2014,43316,Petrol,Manual,First,18.88,0.999,123.37,5.0,,6.22,7460.72
4066,Honda City 1.5 S MT,Delhi,2009,92000,Petrol,Manual,Second,17.0,1.497,118.0,5.0,,2.25,2698.81
4067,Jaguar XF 2.2 Litre Luxury,Hyderabad,2015,50000,Diesel,Automatic,First,16.36,2.179,187.7,5.0,,38.0,45579.94
4068,Maruti Swift VXI BSIV,Mumbai,2008,69000,Petrol,Manual,Second,20.4,1.197,81.8,5.0,,2.15,2578.87
4069,BMW 5 Series 520d Luxury Line,Coimbatore,2014,60280,Diesel,Automatic,First,22.48,1.995,190.0,5.0,63.71,22.45,76418.38
4070,Mercedes-Benz B Class B200 CDI,Coimbatore,2017,48161,Diesel,Automatic,First,15.0,2.143,107.3,5.0,,20.87,25032.99
4071,Honda Brio S MT,Mumbai,2013,41000,Petrol,Manual,First,19.4,1.198,86.8,5.0,,3.1,3718.36
4072,Hyundai i20 Sportz 1.2,Mumbai,2016,6000,Petrol,Manual,First,18.6,1.197,81.83,5.0,,5.95,7136.86
4073,Tata Indica V2 DLG TC,Mumbai,2006,133000,Diesel,Manual,Second,16.8,1.405,68.0,5.0,,0.86,1031.55
4074,Toyota Fortuner 3.0 Diesel,Delhi,2010,76000,Diesel,Manual,First,11.5,2.982,171.0,7.0,,9.25,11095.12
4075,Hyundai i10 Sportz 1.1L,Mumbai,2011,15590,Petrol,Manual,First,19.81,1.086,68.05,5.0,,2.25,2698.81
4076,Hyundai i20 1.2 Sportz Option,Kochi,2016,69681,Petrol,Manual,First,17.0,1.197,80.0,5.0,,6.13,7352.76
4077,Maruti Baleno LXI - BSIII,Kochi,2006,70362,Petrol,Manual,Second,15.4,1.59,0.0,5.0,,1.81,2171.04
4078,Honda Amaze S AT i-Vtech,Pune,2014,49112,Petrol,Automatic,Second,15.5,1.198,86.7,5.0,,3.79,4546.0
4079,Land Rover Range Rover 3.0 Diesel LWB Vogue,Hyderabad,2017,25000,Diesel,Automatic,First,13.33,2.993,255.0,5.0,,160.0,191915.56
4080,Toyota Etios Liva GD,Mumbai,2011,74000,Diesel,Manual,First,23.59,1.364,0.0,5.0,,3.6,4318.1
4081,Hyundai i10 Sportz 1.2 AT,Pune,2013,15200,Petrol,Automatic,Second,16.95,1.197,78.9,5.0,,3.85,4617.97
4082,Volkswagen Polo Diesel Trendline 1.2L,Hyderabad,2013,86300,Diesel,Manual,First,22.07,1.199,73.9,5.0,,4.5,5397.63
4083,Maruti Baleno RS Petrol,Coimbatore,2018,26731,Petrol,Manual,First,21.1,0.998,100.0,5.0,10.89,8.61,13062.25
4084,Hyundai i20 Sportz 1.4 CRDi,Ahmedabad,2016,74000,Diesel,Manual,First,21.9,1.396,88.76,5.0,,6.5,7796.57
4085,Toyota Corolla H4,Chennai,2005,83929,Petrol,Automatic,First,11.3,1.794,125.0,5.0,,2.6,3118.63
4086,Toyota Innova 2.5 VX (Diesel) 7 Seater,Pune,2015,65000,Diesel,Manual,First,12.99,2.494,100.6,7.0,,15.0,17992.08
4087,Maruti Celerio VXI AT Optional,Pune,2017,20000,Petrol,Automatic,First,23.1,0.998,67.04,5.0,,4.7,5637.52
4088,Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2015,122086,Diesel,Automatic,First,19.3,1.968,141.0,5.0,,12.99,15581.14
4089,Honda Mobilio S i VTEC,Kochi,2018,35442,Petrol,Manual,First,17.3,1.497,117.3,7.0,,7.32,8780.14
4090,Hyundai Verna 1.6 CRDi SX,Delhi,2015,62542,Diesel,Manual,Second,23.9,1.582,126.2,5.0,,6.5,7796.57
4091,Honda City 1.5 S MT,Coimbatore,2012,26671,Petrol,Manual,Second,17.0,1.497,118.0,5.0,,5.67,6801.01
4092,Ford Classic 1.4 Duratorq Titanium,Chennai,2014,83500,Diesel,Manual,Second,19.68,1.399,67.0,5.0,,3.0,3598.42
4093,Maruti Ciaz ZDi,Delhi,2015,46166,Diesel,Manual,Second,26.21,1.248,88.5,5.0,,5.5,6597.1
4094,Maruti Wagon R VXI BS IV,Pune,2015,25200,Petrol,Manual,First,18.9,0.998,67.1,5.0,,3.35,4018.23
4095,Audi A4 3.0 TDI Quattro,Coimbatore,2015,35463,Diesel,Automatic,First,14.94,2.967,241.4,5.0,,25.02,30010.8
4096,Toyota Camry Hybrid 2.5,Coimbatore,2017,23249,Petrol,Automatic,First,19.16,2.487,175.67,5.0,40.62,26.11,48722.56
4097,Hyundai i20 Asta 1.2,Coimbatore,2016,40310,Petrol,Manual,First,18.6,1.197,81.83,5.0,,7.09,8504.26
4098,Maruti SX4 Green Vxi (CNG),Delhi,2012,82069,CNG,Manual,First,32.099999999999994,1.586,103.3,5.0,,2.65,3178.6
4099,Hyundai Grand i10 1.2 Kappa Asta,Delhi,2018,10000,Petrol,Manual,First,18.9,1.197,81.86,5.0,7.54,6.5,9044.02
4100,Volkswagen Polo Diesel Trendline 1.2L,Chennai,2012,94000,Diesel,Manual,First,22.07,1.199,73.9,5.0,,4.5,5397.63
4101,BMW X5 xDrive 30d M Sport,Chennai,2016,45000,Diesel,Automatic,First,15.97,2.993,258.0,5.0,,57.0,68369.92
4102,Volkswagen Polo Petrol Comfortline 1.2L,Kochi,2012,52818,Petrol,Manual,First,16.47,1.198,73.9,5.0,,3.82,4581.98
4103,Renault Duster 85PS Diesel RxE,Jaipur,2013,61238,Diesel,Manual,First,20.45,1.461,83.8,5.0,,5.25,6297.23
4104,Skoda Superb Style 1.8 TSI AT,Coimbatore,2016,54253,Petrol,Automatic,First,14.67,1.798,177.46,5.0,30.19,16.81,36212.07
4105,Audi Q5 2.0 TDI,Delhi,2013,71000,Diesel,Automatic,First,14.16,1.968,174.3,5.0,,21.5,25788.65
4106,Maruti Baleno Delta 1.3,Hyderabad,2017,20000,Diesel,Manual,First,27.39,1.248,74.0,5.0,,8.5,10195.51
4107,Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2013,75000,Petrol,Manual,First,16.47,1.198,73.9,5.0,,3.25,3898.28
4108,Mitsubishi Pajero Sport 4X4 AT,Coimbatore,2019,11827,Diesel,Automatic,First,13.5,2.477,175.56,6.0,,27.11,32517.69
4109,Maruti Ciaz VXi Plus,Mumbai,2015,51579,Petrol,Manual,First,20.73,1.373,91.1,5.0,,5.95,7136.86
4110,Renault Duster 85PS Diesel RxL Option,Kochi,2015,65178,Diesel,Manual,First,19.87,1.461,83.8,5.0,,6.79,8144.42
4111,Hyundai EON D Lite Plus Option,Mumbai,2016,25350,Petrol,Manual,First,21.1,0.814,55.2,5.0,,2.55,3058.65
4112,Honda CR-V 2.4 MT,Pune,2008,92000,Petrol,Manual,Second,10.8,2.354,152.0,5.0,,3.7,4438.05
4113,Hyundai Verna 1.6 SX VTVT,Bangalore,2014,45000,Petrol,Manual,Second,17.01,1.591,121.3,5.0,,6.75,8096.44
4114,Toyota Corolla Altis JS MT,Kolkata,2015,46000,Petrol,Manual,First,14.28,1.798,138.03,5.0,,6.95,8336.33
4115,Maruti SX4 ZXI MT BSIV,Kochi,2011,79940,Petrol,Manual,First,15.5,1.586,103.3,5.0,,2.78,3334.53
4116,Volkswagen Polo Petrol Comfortline 1.2L,Coimbatore,2016,28851,Petrol,Manual,First,16.47,1.198,73.9,5.0,,6.18,7412.74
4117,Audi Q5 30 TDI quattro Premium Plus,Bangalore,2015,63000,Diesel,Automatic,First,14.16,1.968,174.3,5.0,,36.0,43181.0
4118,Honda City 1.5 V MT,Coimbatore,2012,77283,Petrol,Manual,First,17.0,1.497,118.0,5.0,,5.81,6968.93
4119,Maruti Wagon R VXI,Pune,2014,38958,Petrol,Manual,First,22.5,0.998,67.04,5.0,5.56,3.41,6669.07
4120,Mitsubishi Pajero Sport 4X4 AT,Bangalore,2018,8900,Diesel,Automatic,First,13.5,2.477,175.56,6.0,,26.5,31786.01
4121,Skoda Octavia Elegance 1.8 TSI AT,Hyderabad,2015,38000,Petrol,Automatic,First,14.7,1.798,177.5,5.0,,16.0,19191.56
4122,Hyundai Creta 1.6 CRDi SX Option,Kochi,2017,44887,Diesel,Manual,First,19.67,1.582,126.2,5.0,,12.13,14549.6
4123,Maruti Alto LXi BSIII,Hyderabad,2009,85000,Petrol,Manual,Second,19.7,0.796,46.3,5.0,,1.8,2159.05
4124,Honda City V MT,Pune,2013,100000,Petrol,Manual,First,16.8,1.497,116.3,5.0,,6.25,7496.7
4125,Datsun redi-GO S,Chennai,2016,26239,Petrol,Manual,First,22.7,0.799,53.0,5.0,4.43,2.75,5313.66
4126,Skoda Yeti Ambition 4WD,Pune,2011,97000,Diesel,Manual,First,17.67,1.968,138.08,5.0,,6.0,7196.83
4127,Mercedes-Benz B Class B180,Delhi,2013,28000,Petrol,Automatic,First,14.8,1.595,120.7,5.0,,11.56,13865.9
4128,Volkswagen Polo GT TSI,Mumbai,2014,20364,Petrol,Automatic,Second,17.21,1.197,103.6,5.0,,5.2,6237.26
4129,Ford EcoSport 1.5 TDCi Titanium,Coimbatore,2014,64637,Diesel,Manual,First,22.77,1.498,98.59,5.0,,7.52,9020.03
4130,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,15731,Petrol,Manual,First,15.29,1.591,121.3,5.0,,12.49,14981.41
4131,Toyota Fortuner 2.8 2WD MT,Coimbatore,2019,56251,Diesel,Manual,First,14.24,2.755,174.5,7.0,37.17,35.82,44584.38
4132,Maruti Swift Dzire ZXI,Chennai,2017,28000,Petrol,Manual,First,20.85,1.197,83.14,5.0,,6.25,7496.7
4133,Hyundai i20 1.2 Asta with AVN,Coimbatore,2015,20045,Petrol,Manual,First,17.0,1.197,80.0,5.0,,6.22,7460.72
4134,Honda BR-V i-VTEC S MT,Bangalore,2016,34004,Petrol,Manual,First,15.4,1.497,117.3,7.0,12.9,8.02,15473.19
4135,Maruti Celerio ZXI,Mumbai,2014,21000,Petrol,Manual,First,23.1,0.998,67.04,5.0,,3.75,4498.02
4136,Mercedes-Benz E-Class 2009-2013 E350 Petrol,Mumbai,2009,68001,Petrol,Automatic,Second,10.93,3.498,272.0,5.0,,11.75,14093.8
4137,Hyundai i10 Magna 1.2 iTech SE,Kolkata,2012,31000,Petrol,Manual,First,20.36,1.197,78.9,5.0,,2.25,2698.81
4138,Toyota Etios Liva V,Mumbai,2013,8950,Petrol,Manual,First,17.71,1.197,78.9,5.0,,3.55,4258.13
4139,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Coimbatore,2017,43477,Diesel,Automatic,First,15.0,2.143,204.0,5.0,,38.15,45759.87
4140,Hyundai EON D Lite Plus,Ahmedabad,2015,20000,Petrol,Manual,First,21.1,0.814,55.2,5.0,,2.66,3190.6
4141,Maruti Wagon R CNG LXI,Mumbai,2014,47200,CNG,Manual,First,50.31,0.998,67.04,5.0,5.58,2.85,6693.06
4142,Honda City 1.5 S MT,Bangalore,2011,60000,Petrol,Manual,First,17.0,1.497,118.0,5.0,,4.95,5937.39
4143,Mercedes-Benz S-Class 280 AT,Chennai,2003,111000,Petrol,Automatic,First,13.0,2.987,210.0,5.0,,6.5,7796.57
4144,Tata Indigo CS eVX,Pune,2016,52000,Diesel,Manual,Second,25.0,1.396,69.01,5.0,,2.4,2878.73
4145,Hyundai Creta 1.6 VTVT S,Pune,2016,26000,Petrol,Manual,First,15.29,1.591,121.3,5.0,,12.5,14993.4
4146,Maruti Wagon R LXI BS IV,Pune,2013,32425,Petrol,Manual,First,20.51,0.998,67.04,5.0,,3.0,3598.42
4147,Maruti Dzire VDI,Kochi,2017,54758,Diesel,Manual,First,28.4,1.248,73.75,5.0,8.58,6.67,10291.47
4148,Ford Ikon 1.3 Flair,Coimbatore,2008,59833,Petrol,Manual,Fourth & Above,13.8,1.299,70.0,5.0,,1.97,2362.96
4149,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,30000,Petrol,Manual,First,16.47,1.198,73.9,5.0,,2.8,3358.52
4150,Hyundai i10 Magna 1.2,Jaipur,2011,40496,Petrol,Manual,First,20.36,1.197,78.9,5.0,,2.65,3178.6
4151,Chevrolet Enjoy 1.3 TCDi LTZ 8,Chennai,2014,45000,Diesel,Manual,First,18.2,1.248,73.74,8.0,,4.75,5697.49
4152,Land Rover Range Rover 3.0 D,Mumbai,2003,75000,Diesel,Automatic,Second,0.0,,,,,16.11,19323.5
4153,Mercedes-Benz E-Class 200 Kompressor Elegance,Bangalore,2011,34000,Petrol,Automatic,Second,10.5,1.796,157.7,5.0,,19.0,22789.97
4154,Maruti Swift Vdi BSIII,Bangalore,2012,62000,Diesel,Manual,First,17.8,1.248,75.0,5.0,,4.5,5397.63
4155,Mahindra XUV500 W8 4WD,Hyderabad,2012,123600,Diesel,Manual,First,15.1,2.179,140.0,7.0,,8.25,9895.65
4156,Toyota Etios Liva G,Pune,2014,80102,Petrol,Manual,First,17.71,1.197,78.9,5.0,,3.5,4198.15
4157,Mahindra XUV500 W8 4WD,Pune,2013,55000,Diesel,Manual,First,15.1,2.179,140.0,7.0,,8.5,10195.51
4158,Hyundai Creta 1.6 VTVT S,Hyderabad,2015,48200,Petrol,Manual,First,15.29,1.591,121.3,5.0,,9.0,10795.25
4159,Honda City i DTEC SV,Hyderabad,2014,90000,Diesel,Manual,First,26.0,1.498,98.6,5.0,,6.75,8096.44
4160,Maruti Swift Dzire VDi,Hyderabad,2014,123900,Diesel,Manual,First,19.3,1.248,73.9,5.0,,5.4,6477.15
4161,Maruti Wagon R LXI BS IV,Delhi,2015,13008,Petrol,Manual,First,20.51,0.998,67.04,5.0,,3.5,4198.15
4162,Hyundai EON Era Plus,Hyderabad,2012,60500,Petrol,Manual,First,21.1,0.814,55.2,5.0,,2.6,3118.63
4163,Toyota Innova Crysta 2.8 ZX AT,Bangalore,2017,53841,Diesel,Automatic,First,11.36,2.755,171.5,7.0,28.05,20.5,33645.2
4164,Hyundai Creta 1.6 SX Option,Kochi,2017,47183,Petrol,Manual,Second,15.8,1.591,121.3,5.0,15.86,11.31,19023.63
4165,Maruti Wagon R VXI Plus,Kolkata,2018,10000,Petrol,Manual,First,20.51,0.998,67.04,5.0,,4.5,5397.63
4166,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Chennai,2015,45000,Diesel,Automatic,First,11.3,2.987,254.8,7.0,,56.0,67170.45
4167,Maruti Celerio VXI,Kochi,2017,3923,Petrol,Manual,First,23.1,0.998,67.04,5.0,,5.2,6237.26
4168,Mahindra Scorpio SLE BSIV,Delhi,2011,85000,Diesel,Manual,First,12.05,2.179,120.0,8.0,,5.25,6297.23
4169,Datsun redi-GO T Option,Kochi,2018,6279,Petrol,Manual,First,22.7,0.799,53.64,5.0,4.05,3.6,4857.86
4170,Fiat Grande Punto EVO 1.3 Active,Pune,2014,74500,Diesel,Manual,First,21.2,1.248,75.0,5.0,,3.3,3958.26
4171,Hyundai Elantra CRDi SX,Kolkata,2013,42000,Diesel,Manual,First,22.7,1.582,126.24,5.0,,5.85,7016.91
4172,Maruti Swift Dzire LXI,Delhi,2014,56510,Petrol,Manual,First,19.1,1.197,85.8,5.0,,3.9,4677.94
4173,Audi A4 2.0 TDI Multitronic,Delhi,2009,88000,Diesel,Automatic,First,16.55,1.968,140.0,5.0,,7.98,9571.79
4174,Honda Brio VX AT,Mumbai,2014,36631,Petrol,Automatic,First,16.5,1.198,86.8,5.0,,4.3,5157.73
4175,Maruti Wagon R LXI BS IV,Kolkata,2011,34000,Petrol,Manual,First,18.9,0.998,67.1,5.0,,2.25,2698.81
4176,Hyundai i10 Magna 1.1,Ahmedabad,2013,49000,Petrol,Manual,First,19.81,1.086,68.05,5.0,,3.2,3838.31
4177,Hyundai Verna 1.6 SX,Hyderabad,2012,65254,Diesel,Manual,First,22.32,1.582,126.32,5.0,,6.55,7856.54
4178,Hyundai Verna 1.6 SX,Bangalore,2014,95000,Diesel,Manual,Second,22.32,1.582,126.32,5.0,,6.9,8276.36
4179,Maruti Ritz VDi,Chennai,2009,83000,Diesel,Manual,First,23.2,1.248,73.94,5.0,,2.95,3538.44
4180,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2017,101065,Diesel,Manual,First,20.5,1.582,126.2,5.0,19.18,11.45,23005.88
4181,Maruti Baleno Delta,Kochi,2017,15134,Petrol,Manual,First,21.4,1.197,83.1,5.0,7.36,6.37,8828.12
4182,Hyundai Verna 1.6 CRDI,Jaipur,2011,72000,Diesel,Manual,First,22.32,1.582,126.3,5.0,,5.0,5997.36
4183,Tata Indica Vista Quadrajet VX,Chennai,2012,120000,Diesel,Manual,Second,22.3,1.248,74.0,5.0,,2.6,3118.63
4184,Hyundai i20 1.2 Magna,Kolkata,2010,45000,Petrol,Manual,First,18.5,1.197,80.0,5.0,,1.9,2279.0
4185,Porsche Panamera Diesel,Kochi,2015,54996,Diesel,Automatic,First,17.85,2.967,300.0,4.0,,60.95,73107.83
4186,Maruti Eeco Smiles 5 Seater AC,Coimbatore,2017,22874,Petrol,Manual,First,15.1,1.196,73.0,5.0,,4.44,5325.66
4187,BMW 3 Series 320d Sport,Chennai,2012,58000,Diesel,Automatic,Second,22.69,1.995,190.0,5.0,,15.3,18351.93
4188,Maruti Ertiga VDI,Chennai,2016,86000,Diesel,Manual,Second,25.47,1.248,88.5,7.0,10.99,8.2,13182.2
4189,Hyundai Xcent 1.2 Kappa AT S Option,Ahmedabad,2014,69000,Petrol,Automatic,First,16.9,1.197,81.86,5.0,,5.25,6297.23
4190,Volkswagen Vento 1.2 TSI Highline AT,Pune,2016,55001,Petrol,Automatic,Second,16.93,1.197,103.2,5.0,,8.5,10195.51
4191,Audi Q3 35 TDI Quattro Premium,Chennai,2015,28000,Diesel,Automatic,First,15.73,1.968,174.33,5.0,,23.75,28487.47
4192,Hyundai i10 Magna 1.1,Delhi,2013,53213,Petrol,Manual,First,19.81,1.086,68.05,5.0,,2.74,3286.55
4193,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Coimbatore,2016,44340,Diesel,Automatic,First,16.96,1.968,138.03,5.0,,13.83,16588.7
4194,Maruti Baleno RS 1.0 Petrol,Mumbai,2017,16900,Petrol,Manual,First,21.1,0.998,100.0,5.0,,6.99,8384.31
4195,Hyundai i10 Era,Jaipur,2009,57000,Petrol,Manual,First,19.81,1.086,68.05,5.0,,2.25,2698.81
4196,Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2013,83165,Diesel,Manual,First,12.8,2.494,102.0,8.0,,11.49,13781.94
4197,Chevrolet Beat LT,Coimbatore,2012,24735,Petrol,Manual,Second,18.6,1.199,79.4,5.0,,2.87,3442.49
4198,Toyota Innova 2.5 G3,Kolkata,2005,65175,Diesel,Manual,First,12.8,2.494,102.0,8.0,,3.25,3898.28
4199,Honda Accord 2.4 Inspire M/T,Pune,2009,60000,Petrol,Manual,Second,9.8,2.354,180.0,5.0,,3.5,4198.15
4200,Mahindra KUV 100 mFALCON D75 K4 Plus,Kochi,2017,60357,Diesel,Manual,First,25.32,1.198,77.0,6.0,,4.49,5385.63
4201,Volkswagen Polo Diesel Trendline 1.2L,Jaipur,2011,77000,Diesel,Manual,First,22.07,1.199,73.9,5.0,,2.9,3478.47
4202,Toyota Innova 2.0 GX 8 STR,Coimbatore,2014,85301,Petrol,Manual,First,12.4,1.998,132.0,8.0,,12.36,14825.48
4203,Mahindra Scorpio VLX AT AIRBAG BSIV,Mumbai,2011,50000,Diesel,Automatic,First,11.79,2.179,120.0,8.0,,6.0,7196.83
4204,BMW 7 Series 730Ld Sedan,Chennai,2010,58000,Diesel,Automatic,First,16.46,2.993,258.0,5.0,,31.0,37183.64
4205,Honda City i-DTEC SV,Kolkata,2015,39000,Diesel,Manual,First,25.6,1.498,98.6,5.0,12.23,5.49,14669.55
4206,Volkswagen Polo Diesel Comfortline 1.2L,Coimbatore,2015,46190,Diesel,Manual,First,22.07,1.199,73.9,5.0,,5.86,7028.91
4207,Mahindra XUV500 W8 2WD,Mumbai,2015,83000,Diesel,Manual,First,16.0,2.179,140.0,7.0,,9.0,10795.25
4208,Volkswagen Vento 1.6 Highline,Jaipur,2016,33000,Petrol,Manual,First,16.09,1.598,103.5,5.0,11.63,7.7,13949.86
4209,Honda City i VTEC V,Coimbatore,2017,27279,Petrol,Manual,First,17.4,1.497,117.3,5.0,,9.47,11359.0
4210,Audi Q5 2.0 TDI Premium Plus,Bangalore,2014,53900,Diesel,Automatic,First,14.16,1.968,174.3,5.0,,29.0,34784.69
